# Number of wavelengths (nwvl):
 158
# Number of radius (nsize):
   50
# Wavelength axis (wvl):
 0.591595E-02 0.204036E-01 0.201331E-01 0.721379E-02 0.618444E-04
 0.927988E-05 0.167152E-03 0.154707E-02 0.257430E-02 0.200600E-02
 0.800350E-03 0.435423E-05 0.397868E-05 0.364485E-05 0.169564E-05
 0.955760E-06 0.627759E-06 0.464127E-06 0.375086E-06 0.323490E-06
 0.291917E-06 0.271585E-06 0.258184E-06 0.248965E-06 0.242514E-06
 0.237799E-06 0.234397E-06 0.231823E-06 0.229867E-06 0.228357E-06
 0.227203E-06 0.226199E-06 0.225432E-06
# Radius number     8
 0.254407E+01 0.119605E+01 0.407233E+01 0.367258E+01 0.325561E+01
 0.298990E+01 0.278448E+01 0.260468E+01 0.244363E+01 0.229597E+01
 0.215973E+01 0.203597E+01 0.192284E+01 0.181894E+01 0.172611E+01
 0.163800E+01 0.155587E+01 0.147828E+01 0.140276E+01 0.132996E+01
 0.126836E+01 0.119354E+01 0.112774E+01 0.106468E+01 0.100582E+01
 0.948483E+00 0.894340E+00 0.842859E+00 0.796633E+00 0.753350E+00
 0.711691E+00 0.673781E+00 0.638820E+00 0.605233E+00 0.574698E+00
 0.546771E+00 0.519524E+00 0.496068E+00 0.472629E+00 0.451252E+00
 0.430270E+00 0.409867E+00 0.391490E+00 0.374115E+00 0.357841E+00
 0.342048E+00 0.326384E+00 0.310901E+00 0.297112E+00 0.283114E+00
 0.270932E+00 0.258377E+00 0.245921E+00 0.233398E+00 0.224591E+00
 0.215257E+00 0.209770E+00 0.198713E+00 0.184084E+00 0.171587E+00
 0.162673E+00 0.151636E+00 0.143569E+00 0.127834E+00 0.118395E+00
 0.100927E+00 0.849779E-01 0.289884E+00 0.863377E+00 0.186993E+01
 0.178118E+01 0.421558E+00 0.366204E+00 0.224965E+00 0.190741E+00
 0.171975E+00 0.158217E+00 0.147385E+00 0.138242E+00 0.130424E+00
 0.123665E+00 0.117562E+00 0.112009E+00 0.107008E+00 0.102294E+00
 0.978867E-01 0.937663E-01 0.902676E-01 0.867273E-01 0.836345E-01
 0.803640E-01 0.773269E-01 0.746159E-01 0.719829E-01 0.693958E-01
 0.669446E-01 0.645808E-01 0.624357E-01 0.602939E-01 0.582887E-01
 0.250566E-01 0.125323E-01 0.693641E-02 0.415182E-02 0.261285E-02
 0.173119E-02 0.118518E-02 0.838047E-03 0.611660E-03 0.453741E-03
 0.340313E-03 0.209685E-02 0.748236E-02 0.442080E-01 0.223796E-01
 0.440966E-02 0.830895E-03 0.876984E-04 0.150149E-02 0.270800E-03
 0.218153E-03 0.426381E-04 0.875589E-04 0.425530E-03 0.181395E-02
 0.672965E-02 0.231902E-01 0.228833E-01 0.820378E-02 0.758070E-04
 0.153001E-04 0.194045E-03 0.176131E-02 0.292783E-02 0.228183E-02
 0.911887E-03 0.711508E-05 0.649133E-05 0.593687E-05 0.269960E-05
 0.147086E-05 0.926074E-06 0.654325E-06 0.506447E-06 0.420764E-06
 0.368307E-06 0.334567E-06 0.312292E-06 0.296988E-06 0.286259E-06
 0.278449E-06 0.272785E-06 0.268515E-06 0.265268E-06 0.262763E-06
 0.260836E-06 0.259205E-06 0.257945E-06
# Radius number     9
 0.300851E+01 0.147860E+01 0.349298E+01 0.400248E+01 0.370094E+01
 0.346743E+01 0.327567E+01 0.310532E+01 0.295223E+01 0.280997E+01
 0.267426E+01 0.254477E+01 0.241960E+01 0.229858E+01 0.218640E+01
 0.207815E+01 0.197763E+01 0.188467E+01 0.179704E+01 0.171545E+01
 0.164932E+01 0.156907E+01 0.149975E+01 0.143314E+01 0.137020E+01
 0.130720E+01 0.124582E+01 0.118520E+01 0.112904E+01 0.107445E+01
 0.101992E+01 0.968783E+00 0.920317E+00 0.872609E+00 0.828477E+00
 0.787582E+00 0.747295E+00 0.712497E+00 0.677658E+00 0.645966E+00
 0.614990E+00 0.585094E+00 0.558385E+00 0.533362E+00 0.510150E+00
 0.487813E+00 0.465812E+00 0.444263E+00 0.425217E+00 0.405926E+00
 0.389313E+00 0.372166E+00 0.355153E+00 0.338077E+00 0.325268E+00
 0.312144E+00 0.303582E+00 0.288500E+00 0.269182E+00 0.251685E+00
 0.238683E+00 0.222659E+00 0.209795E+00 0.187462E+00 0.170980E+00
 0.143926E+00 0.115061E+00 0.334634E+00 0.955517E+00 0.204048E+01
 0.221735E+01 0.633663E+00 0.520021E+00 0.348809E+00 0.296096E+00
 0.267463E+00 0.246554E+00 0.230139E+00 0.216330E+00 0.204494E+00
 0.194270E+00 0.185027E+00 0.176606E+00 0.169017E+00 0.161868E+00
 0.155144E+00 0.148846E+00 0.143515E+00 0.138088E+00 0.133358E+00
 0.128329E+00 0.123640E+00 0.119458E+00 0.115383E+00 0.111365E+00
 0.107551E+00 0.103875E+00 0.100531E+00 0.971779E-01 0.940365E-01
 0.411145E-01 0.206937E-01 0.114845E-01 0.688306E-02 0.433440E-02
 0.287286E-02 0.196713E-02 0.139111E-02 0.101539E-02 0.753237E-03
 0.564912E-03 0.252073E-02 0.862400E-02 0.504308E-01 0.255976E-01
 0.509732E-02 0.100352E-02 0.145537E-03 0.174651E-02 0.339677E-03
 0.274571E-03 0.706835E-04 0.118196E-03 0.499463E-03 0.207531E-02
 0.766095E-02 0.263672E-01 0.260190E-01 0.933544E-02 0.953472E-04
 0.252844E-04 0.227378E-03 0.200756E-02 0.333229E-02 0.259763E-02
 0.104056E-02 0.116846E-04 0.106486E-04 0.972774E-05 0.435123E-05
 0.231058E-05 0.140576E-05 0.954448E-06 0.708855E-06 0.566563E-06
 0.479418E-06 0.423415E-06 0.386400E-06 0.360989E-06 0.343154E-06
 0.330207E-06 0.320785E-06 0.313699E-06 0.308307E-06 0.304151E-06
 0.300939E-06 0.298272E-06 0.296195E-06
# Radius number    10
 0.342718E+01 0.179907E+01 0.276588E+01 0.408648E+01 0.398972E+01
 0.384656E+01 0.370587E+01 0.356594E+01 0.342981E+01 0.329698E+01
 0.316756E+01 0.304365E+01 0.292400E+01 0.280739E+01 0.269712E+01
 0.258666E+01 0.247928E+01 0.237511E+01 0.227256E+01 0.217402E+01
 0.209256E+01 0.199418E+01 0.191021E+01 0.183147E+01 0.175929E+01
 0.168915E+01 0.162254E+01 0.155780E+01 0.149871E+01 0.144115E+01
 0.138278E+01 0.132719E+01 0.127320E+01 0.121825E+01 0.116593E+01
