0,0,0,0
0.04284479,0,2.125246e-24,0.001378355
0.08471952,0,1.387801e-23,0.0004318464
0.1256462,0,3.200129e-22,0.002376921
0.1656462,0,5.480866e-22,0.002427735
0.2056462,0,9.926288e-21,0.008033624
0.2456462,1.261169e-41,1.662822e-20,0.009084973
0.2856461,1.639519e-40,2.039198e-19,0.02415081
0.3256462,4.722376e-40,3.31978e-19,0.02642787
0.3656462,2.342593e-37,3.157813e-18,0.06426422
0.4056461,1.774447e-36,5.125156e-18,0.06919465
0.4456461,1.118448e-35,4.696354e-17,0.1509098
0.4856462,2.795555e-35,7.589508e-17,0.1599258
0.5256462,1.070672e-34,1.01126e-16,0.1640831
0.5656462,8.679634e-34,9.606847e-16,0.3266877
0.6056462,3.728556e-33,1.497147e-15,0.3330775
0.6465728,7.466403e-31,9.867058e-15,0.6018696
0.6884475,3.887324e-30,1.540134e-14,0.6130831
0.7312923,1.404407e-29,2.015641e-14,0.6327189
0.7751296,5.544281e-29,1.352486e-13,0.9872617
0.8199825,2.745287e-28,1.914315e-13,0.9965602
0.8658744,5.592029e-27,1.134384e-12,1.471294
0.9128294,3.020877e-25,1.755425e-12,1.478099
0.9608722,1.337199e-24,7.30654e-12,1.977424
1.010028,6.132666e-24,3.039679e-11,2.441653
1.060322,3.802157e-23,4.789078e-11,2.457204
1.111782,1.663999e-22,1.474822e-10,2.879476
1.164434,2.760405e-21,4.770649e-10,3.309781
1.218305,1.467876e-20,1.180922e-09,3.669162
1.273424,4.235469e-20,4.150366e-09,4.370611
1.329821,8.169443e-19,8.648144e-09,4.609632
1.387523,3.537766e-18,3.10316e-08,5.369796
1.446563,7013.581,25027.39,18642.98
1.50697,6788.071,24272.07,15861.01
1.568777,6365.647,22794.41,14016.3
1.632015,5968.595,21401.11,12690.91
1.696718,5672.49,20372.88,11818.84
1.76292,5468.35,19665.77,11225.68
1.830656,5305.794,19096.64,10731.58
1.899961,5135.932,18493.35,10218.47
1.970872,4929.222,17751.7,9639.448
2.043425,4685.643,16879.3,9020.016
2.117659,4409.252,15890.32,8376.017
2.193613,4129.681,14899.32,7784.216
2.271326,3878.427,14017.24,7303.593
2.350839,3678.7,13323.36,6961.815
2.432194,3536.499,12841.49,6764.557
2.515435,3451.85,12564.21,6696.202
2.600603,3429.848,12509.58,6760.754
2.687744,3450.864,12605.05,6907.007
2.776905,3497.854,12787.66,7095.728
2.86813,3564.629,13038.14,7310.642
2.961469,3631.647,13286.61,7504.881
3.05697,3690.997,13504.85,7657.279
3.154684,3729.023,13645.68,7744.367
3.254661,3744.121,13704.79,7769.12
3.356954,3749.116,13728.26,7758.704
3.461617,3744.566,13718.2,7721.123
3.568705,3731.063,13674.6,7654.42
3.678273,3690.403,13532.55,7527.457
3.790379,3645.515,13377.17,7399.333
3.905083,3614.172,13271.84,7304.489
4.022444,3579.503,13154.01,7208.936
4.142523,3538.471,13012.27,7108.946
4.265385,3496.626,12868.46,7020.652
4.391092,3458.213,12737.69,6950.088
4.519711,3417.931,12600.45,6887.173
4.65131,3368.985,12432.47,6824.07
4.785958,3328.485,12294.85,6786.043
4.923726,3290.154,12166.25,6763.864
5.064684,3273.13,12116.22,6792.797
5.208908,3272.167,12123.89,6852.551
5.356472,3272.075,12136.21,6919.058
5.507456,3311.471,12292.98,7064.528
5.661937,3370.252,12517.17,7236.464
5.819996,3413.454,12684.88,7372.9
5.981718,3484.013,12953.88,7561.883
6.147185,3578.959,13310.41,7788.432
6.316487,3653.736,13590.4,7958.746
6.489709,3708.084,13793.85,8076.85
6.666945,3746.353,13939.4,8156.027
6.848287,3767.225,14022.44,8196.739
7.033829,3796.076,14131.27,8239.879
7.22367,3801.761,14155.31,8233.128
7.417909,3826.871,14251.73,8269.174
7.616647,3895.769,14504.66,8389.271
7.819989,3944.601,14689.3,8501.465
8.028042,3921.824,14595.79,8443.846
8.240914,3745.165,13978.28,8217.424
8.458717,3746.882,14013.32,8360.514
8.681567,3750.8,14018.82,8427.804
8.909579,3683.909,13853.13,8585.225
9.142873,3940.287,14869.87,9373.688
9.381571,4252.807,16031.33,10144.86
9.6258,4177.889,15882.13,10427.63
9.875686,4636.748,17771.5,12009.85
10.13136,5656.721,21545.49,14374.08
10.39296,5913.625,22537.96,15394.15
10.66061,6622.22,25224.67,17362.1
10.93447,7367.703,27845.3,18602.17
11.21468,7476.765,27817.01,17660.09
11.50137,6496.356,23587.85,14408.05
11.7947,3891.703,14023.06,9766.127
12.09483,2548.959,9379.357,8076.926
12.40192,2289.414,8577.707,8020.184
12.71611,2481.524,9365.986,8595.633
13.03759,2899.017,10982.11,9557.982
13.36651,3006.061,11403.14,9753.658
13.70305,2627.868,9998.237,8902.248
14.04739,2267.454,8755.925,8375.289
14.39971,2660.464,10439.44,9933.097
14.76019,3788.02,14576.59,12230.63
15.12901,3414.881,12987.1,11085.16
15.50639,3296.404,12676.16,11342.27
15.8925,4031.613,15568.99,13458.51
16.28756,4727.945,18307.21,15373.94
16.69177,5289.705,20252.18,16126.78
