17.10534,4770.244,18367.86,15211.15
17.5285,4648.997,18009.47,15444.05
17.96146,4714.605,18358.25,16255.03
18.40445,5257.661,20480.3,17705.35
18.8577,5799.399,22130.42,17514.66
19.32145,4729.163,17983.13,15335.64
19.79594,3997.463,15695,15422.99
20.28143,4775.81,18841.99,17561.59
20.77816,6041.694,23575.74,20357.59
21.2864,6870.46,27120.99,23491.26
21.80641,8836.208,34861.83,28209.85
22.33847,13123.16,50006.56,33726.17
22.88286,15809.97,57799.77,32558.44
23.43985,10806.75,38408.85,21454.07
24.00975,5018.923,17843.36,13602.08
24.59285,2818.355,10597.79,12041.75
25.18946,2424.715,9863.296,13434.44
25.79989,3004.11,12578.33,16187.72
26.42447,4369.712,17789.45,18254.65
27.06351,5591.044,21604.76,18096.23
27.71735,5504.769,20455.71,16594.92
28.38634,4808.385,17610.29,15293.17
29.07083,3901.178,14401.29,14348.83
29.77118,3267.727,12312.25,14198.36
30.48775,2888.153,11171.64,14495.53
31.22092,2537.788,10298.39,15003.48
31.97107,2503.979,10522.87,15462.03
32.7386,2946.205,12097.94,15559.58
33.52391,3238.009,13188.85,15931.54
34.32742,3298.257,13861.25,16968.97
35.14954,3719.322,15786.82,18178.3
35.9907,4702.341,19437.04,19255.37
36.85136,5475.804,22124.23,19712.63
37.73194,5581.725,22590.3,20036.68
38.63293,6150.715,24934.74,21233.66
39.55479,7324.959,29303.17,22361.64
40.498,8217.793,32447.12,22713.53
41.46307,8542.698,33435.29,23041.67
42.45049,8773.052,34224.75,23586.9
43.46079,9274.953,35865.27,24075.02
44.49449,9669.318,37207.39,24109.04
45.52819,9688.708,37381.15,24215.13
46.56189,9861.63,38125.2,24862
47.59559,9585.3,37300.94,25481.38
48.62929,10059.61,39665.82,26129.76
49.66299,10247.23,39658.2,26555.7
50.69669,10225.7,40707.12,26792.67
51.7304,11734.79,44964.16,27866.37
52.7641,12055.74,46460.12,29208.32
53.7978,13866.55,52663.82,30802.67
54.8315,14896.72,56591.68,32112.07
55.8652,16106.64,60015.29,30530.57
56.8989,16458.72,63070.34,31270.68
57.9326,18431.99,68244.89,32778.03
58.9663,22602.79,89532.73,13051.3
60,33574.52,108118.3,347.1469
